movieId,userId,tag,timestamp,tag_datetime
296,599,dark comedy,1498456339,2017-06-25T22:52:19.000-07:00
296,599,dark humor,1498456385,2017-06-25T22:53:05.000-07:00
296,599,dialogue,1498456395,2017-06-25T22:53:15.000-07:00
296,599,different,1498456660,2017-06-25T22:57:40.000-07:00
296,599,diner,1498456658,2017-06-25T22:57:38.000-07:00
296,599,disjointed timeline,1498456444,2017-06-25T22:54:04.000-07:00
296,599,disturbing,1498456521,2017-06-25T22:55:21.000-07:00
296,599,drama,1498456561,2017-06-25T22:56:01.000-07:00
296,599,drug overdose,1498456656,2017-06-25T22:57:36.000-07:00
296,599,drugs,1498456348,2017-06-25T22:52:28.000-07:00
296,599,drugs & music,1498456655,2017-06-25T22:57:35.000-07:00
296,599,ensemble cast,1498456419,2017-06-25T22:53:39.000-07:00
296,599,entertaining,1498456519,2017-06-25T22:55:19.000-07:00
296,599,entirely dialogue,1498456429,2017-06-25T22:53:49.000-07:00
296,599,episodic,1498456517,2017-06-25T22:55:17.000-07:00
296,599,exciting,1498456427,2017-06-25T22:53:47.000-07:00
296,599,fast paced,1498456436,2017-06-25T22:53:56.000-07:00
296,599,fast-paced,1498456515,2017-06-25T22:55:15.000-07:00
296,599,film noir,1498456653,2017-06-25T22:57:33.000-07:00
296,599,film-noir,1498456622,2017-06-25T22:57:02.000-07:00
296,599,foul language,1498456686,2017-06-25T22:58:06.000-07:00
296,599,fun,1498456421,2017-06-25T22:53:41.000-07:00
296,599,funny,1498456383,2017-06-25T22:53:03.000-07:00
296,599,gangster,1498456389,2017-06-25T22:53:09.000-07:00
296,599,gangsters,1498456406,2017-06-25T22:53:26.000-07:00
296,599,genius,1498456589,2017-06-25T22:56:29.000-07:00
296,599,golden watch,1498456513,2017-06-25T22:55:13.000-07:00
296,599,good dialogue,1498456372,2017-06-25T22:52:52.000-07:00
296,599,good music,1498456396,2017-06-25T22:53:16.000-07:00
296,599,gore,1498456511,2017-06-25T22:55:11.000-07:00
296,599,great acting,1498456509,2017-06-25T22:55:09.000-07:00
296,599,great dialogue,1498456402,2017-06-25T22:53:22.000-07:00
296,599,great soundtrack,1498456380,2017-06-25T22:53:00.000-07:00
296,599,gritty,1498456426,2017-06-25T22:53:46.000-07:00
296,599,guns,1498456450,2017-06-25T22:54:10.000-07:00
296,599,harvey keitel,1498456684,2017-06-25T22:58:04.000-07:00
296,599,heroin,1498456483,2017-06-25T22:54:43.000-07:00
296,599,highly quotable,1498456400,2017-06-25T22:53:20.000-07:00
296,599,hit men,1498456412,2017-06-25T22:53:32.000-07:00
296,599,hitman,1498456505,2017-06-25T22:55:05.000-07:00
296,599,homosexuality,1498456562,2017-06-25T22:56:02.000-07:00
296,599,humour,1498456564,2017-06-25T22:56:04.000-07:00
296,599,iconic,1498456488,2017-06-25T22:54:48.000-07:00
296,599,imdb top 250,1498456388,2017-06-25T22:53:08.000-07:00
296,599,innovative,1498456490,2017-06-25T22:54:50.000-07:00
296,599,intellectual,1498456565,2017-06-25T22:56:05.000-07:00
296,599,intelligent,1498456462,2017-06-25T22:54:22.000-07:00
296,599,intense,1498456411,2017-06-25T22:53:31.000-07:00
296,599,interesting,1498456541,2017-06-25T22:55:41.000-07:00
296,599,intertwining storylines,1498456460,2017-06-25T22:54:20.000-07:00
296,599,interwoven storylines,1498456567,2017-06-25T22:56:07.000-07:00
296,599,ironic,1498456491,2017-06-25T22:54:51.000-07:00
296,599,irony,1498456458,2017-06-25T22:54:18.000-07:00
296,599,john travolta,1498456374,2017-06-25T22:52:54.000-07:00
296,599,killer-as-protagonist,1498456494,2017-06-25T22:54:54.000-07:00
296,599,los angeles,1498456569,2017-06-25T22:56:09.000-07:00
296,599,mafia,1498456414,2017-06-25T22:53:34.000-07:00
296,599,masterpiece,1498456371,2017-06-25T22:52:51.000-07:00
296,599,meaningless violence,1498456571,2017-06-25T22:56:11.000-07:00
296,599,milkshake,1498456572,2017-06-25T22:56:12.000-07:00
296,599,mobster,1498456574,2017-06-25T22:56:14.000-07:00
296,599,mobsters,1498456575,2017-06-25T22:56:15.000-07:00
296,599,monologue,1498456577,2017-06-25T22:56:17.000-07:00
296,599,motherfucker,1498456497,2017-06-25T22:54:57.000-07:00
296,599,multiple stories,1498456498,2017-06-25T22:54:58.000-07:00
296,599,multiple storylines,1498456343,2017-06-25T22:52:23.000-07:00
296,599,neo-noir,1498456486,2017-06-25T22:54:46.000-07:00
296,599,noir,1498456408,2017-06-25T22:53:28.000-07:00
296,599,non-linear,1498456367,2017-06-25T22:52:47.000-07:00
296,599,non-linear timeline,1498456578,2017-06-25T22:56:18.000-07:00
296,599,nonlinear,1498456341,2017-06-25T22:52:21.000-07:00
296,599,nonlinear narrative,1498456457,2017-06-25T22:54:17.000-07:00
296,599,nonlinear storyline,1498456580,2017-06-25T22:56:20.000-07:00
296,599,nonlinear timeline,1498456581,2017-06-25T22:56:21.000-07:00
296,599,notable soundtrack,1498456393,2017-06-25T22:53:13.000-07:00
296,599,offensive,1498456583,2017-06-25T22:56:23.000-07:00
296,599,organised crime,1498456585,2017-06-25T22:56:25.000-07:00
296,599,organized crime,1498456363,2017-06-25T22:52:43.000-07:00
296,599,original,1498456479,2017-06-25T22:54:39.000-07:00
296,599,original plot,1498456455,2017-06-25T22:54:15.000-07:00
296,599,out of order,1498456586,2017-06-25T22:56:26.000-07:00
296,599,palme d'or,1498456690,2017-06-25T22:58:10.000-07:00
296,599,parody,1498456591,2017-06-25T22:56:31.000-07:00
296,599,philosophical,1498456500,2017-06-25T22:55:00.000-07:00
296,599,pop culture references,1498456478,2017-06-25T22:54:38.000-07:00
296,599,psychological,1498456593,2017-06-25T22:56:33.000-07:00
296,599,pulp,1498456484,2017-06-25T22:54:44.000-07:00
296,599,quentin tarantino,1498456338,2017-06-25T22:52:18.000-07:00
296,599,quirky,1498456364,2017-06-25T22:52:44.000-07:00
296,599,quotable,1498456446,2017-06-25T22:54:06.000-07:00
296,599,r:disturbing violent content including rape,1498456502,2017-06-25T22:55:02.000-07:00
296,599,r:disturbing violent images,1498456595,2017-06-25T22:56:35.000-07:00
296,599,r:graphic sexuality,1498456597,2017-06-25T22:56:37.000-07:00
296,599,r:some violence,1498456599,2017-06-25T22:56:39.000-07:00
296,599,r:strong bloody violence,1498456601,2017-06-25T22:56:41.000-07:00
296,599,r:strong language,1498456452,2017-06-25T22:54:12.000-07:00
296,599,r:sustained strong stylized violence,1498456603,2017-06-25T22:56:43.000-07:00
296,599,r:violence,1498456424,2017-06-25T22:53:44.000-07:00
296,599,random,1498456503,2017-06-25T22:55:03.000-07:00
296,599,rape,1498456417,2017-06-25T22:53:37.000-07:00
296,599,retro,1498456442,2017-06-25T22:54:02.000-07:00
296,599,roger avary,1498456682,2017-06-25T22:58:02.000-07:00
296,599,royal with cheese,1498456610,2017-06-25T22:56:50.000-07:00
296,599,samuel l. jackson,1498456342,2017-06-25T22:52:22.000-07:00
296,599,sarcasm,1498456612,2017-06-25T22:56:52.000-07:00
296,599,satire,1498456614,2017-06-25T22:56:54.000-07:00
296,599,sexy,1498456615,2017-06-25T22:56:55.000-07:00
296,599,smart writing,1498456617,2017-06-25T22:56:57.000-07:00
296,599,sophisticated,1498456618,2017-06-25T22:56:58.000-07:00
296,599,soundtrack,1498456439,2017-06-25T22:53:59.000-07:00
296,599,splatter,1498456620,2017-06-25T22:57:00.000-07:00
296,599,steve buscemi,1498456694,2017-06-25T22:58:14.000-07:00
296,599,storytelling,1498456375,2017-06-25T22:52:55.000-07:00
296,599,stylish,1498456398,2017-06-25T22:53:18.000-07:00
296,599,stylized,1498456354,2017-06-25T22:52:34.000-07:00
296,599,suspense,1498456680,2017-06-25T22:58:00.000-07:00
296,599,tarantino,1498456358,2017-06-25T22:52:38.000-07:00
296,599,thought-provoking,1498456638,2017-06-25T22:57:18.000-07:00
296,599,thriller,1498456415,2017-06-25T22:53:35.000-07:00
296,599,travolta,1498456539,2017-06-25T22:55:39.000-07:00
296,599,twist ending,1498456639,2017-06-25T22:57:19.000-07:00
296,599,uma thurman,1498456370,2017-06-25T22:52:50.000-07:00
296,599,unique,1498456641,2017-06-25T22:57:21.000-07:00
296,599,unpredictable,1498456476,2017-06-25T22:54:36.000-07:00
296,599,unusual,1498456642,2017-06-25T22:57:22.000-07:00
296,599,very funny,1498456434,2017-06-25T22:53:54.000-07:00
296,599,violence,1498456347,2017-06-25T22:52:27.000-07:00
296,599,violent,1498456366,2017-06-25T22:52:46.000-07:00
296,599,witty,1498456437,2017-06-25T22:53:57.000-07:00
62434,125,seth rogen,1474592476,2016-09-22T18:01:16.000-07:00
62434,125,sexual humor,1474592473,2016-09-22T18:01:13.000-07:00
68954,318,adventure,1266408634,2010-02-17T04:10:34.000-08:00
68954,318,bechdel test:fail,1266408641,2010-02-17T04:10:41.000-08:00
68954,318,cartoon,1266408638,2010-02-17T04:10:38.000-08:00
68954,318,children,1266408643,2010-02-17T04:10:43.000-08:00
68954,318,computer animation,1266408645,2010-02-17T04:10:45.000-08:00
68954,318,divorce,1266408656,2010-02-17T04:10:56.000-08:00
68954,318,dogs,1266408658,2010-02-17T04:10:58.000-08:00
68954,318,dreams,1266408662,2010-02-17T04:11:02.000-08:00
68954,318,pixar,1266408675,2010-02-17T04:11:15.000-08:00
53127,424,based on a play,1457923334,2016-03-13T19:42:14.000-07:00
53127,424,conspiracy theory,1457923313,2016-03-13T19:41:53.000-07:00
53127,424,creepy,1457923337,2016-03-13T19:42:17.000-07:00
53127,424,insanity,1457923284,2016-03-13T19:41:24.000-07:00
53127,424,paranoia,1457923318,2016-03-13T19:41:58.000-07:00
53127,424,ptsd,1457923256,2016-03-13T19:40:56.000-07:00
513,474,radio,1138137637,2006-01-24T13:20:37.000-08:00
513,474,show business,1138137637,2006-01-24T13:20:37.000-08:00
918,474,1900s,1138137949,2006-01-24T13:25:49.000-08:00
2396,474,england,1137191800,2006-01-13T14:36:40.000-08:00
6378,474,heist,1138307128,2006-01-26T12:25:28.000-08:00
9018,474,journalism,1138040046,2006-01-23T10:14:06.000-08:00
68954,567,bittersweet,1525286758,2018-05-02T11:45:58.000-07:00
68954,567,emotional,1525286759,2018-05-02T11:45:59.000-07:00
68954,567,heartbreaking,1525286755,2018-05-02T11:45:55.000-07:00
68954,567,touching,1525286762,2018-05-02T11:46:02.000-07:00
187593,62,josh brolin,1527274096,2018-05-25T11:48:16.000-07:00
187593,62,ryan reynolds,1527274092,2018-05-25T11:48:12.000-07:00
187593,62,sarcasm,1527274090,2018-05-25T11:48:10.000-07:00
58559,435,psychology,1366676040,2013-04-22T17:14:00.000-07:00
58559,435,superhero,1366676054,2013-04-22T17:14:14.000-07:00
673,474,bugs bunny,1137373978,2006-01-15T17:12:58.000-08:00
3087,474,christmas,1137271226,2006-01-14T12:40:26.000-08:00
3087,474,new york,1137271222,2006-01-14T12:40:22.000-08:00
4259,474,nabokov,1137192047,2006-01-13T14:40:47.000-08:00
4725,477,mental hospital,1252820163,2009-09-12T22:36:03.000-07:00
4725,477,psychology,1252820170,2009-09-12T22:36:10.000-07:00
4725,477,suspense,1252820168,2009-09-12T22:36:08.000-07:00
4725,477,well done,1252820180,2009-09-12T22:36:20.000-07:00
58559,567,dark,1525285594,2018-05-02T11:26:34.000-07:00
58559,567,gritty,1525285601,2018-05-02T11:26:41.000-07:00
104875,567,quirky,1525285913,2018-05-02T11:31:53.000-07:00
6188,424,comedy,1457846098,2016-03-12T21:14:58.000-08:00
6188,424,will ferrell,1457846100,2016-03-12T21:15:00.000-08:00
593,474,hannibal lector,1137180982,2006-01-13T11:36:22.000-08:00
597,474,prostitution,1137206324,2006-01-13T18:38:44.000-08:00
976,474,hemingway,1137375762,2006-01-15T17:42:42.000-08:00
1212,474,ferris wheel,1137201067,2006-01-13T17:11:07.000-08:00
1212,474,venice,1143683500,2006-03-29T17:51:40.000-08:00
1212,474,zither,1143683500,2006-03-29T17:51:40.000-08:00
1653,474,future,1137205460,2006-01-13T18:24:20.000-08:00
2797,474,children,1138032265,2006-01-23T08:04:25.000-08:00
6732,474,matchmaker,1137375130,2006-01-15T17:32:10.000-08:00
7132,474,marx brothers,1138039735,2006-01-23T10:08:55.000-08:00
7132,474,opera,1138039735,2006-01-23T10:08:55.000-08:00
35015,474,animal movie,1137180081,2006-01-13T11:21:21.000-08:00
35015,474,in netflix queue,1137202200,2006-01-13T17:30:00.000-08:00
593,477,disturbing,1241396359,2009-05-03T17:19:19.000-07:00
593,477,drama,1241396391,2009-05-03T17:19:51.000-07:00
593,477,gothic,1241396378,2009-05-03T17:19:38.000-07:00
593,477,psychology,1241396367,2009-05-03T17:19:27.000-07:00
593,477,suspense,1241396389,2009-05-03T17:19:49.000-07:00
1653,567,intelligent,1525287116,2018-05-02T11:51:56.000-07:00
1653,567,thought-provoking,1525287118,2018-05-02T11:51:58.000-07:00
148626,567,funny,1525287708,2018-05-02T12:01:48.000-07:00
148626,567,interesting,1525287704,2018-05-02T12:01:44.000-07:00
148626,567,witty,1525287702,2018-05-02T12:01:42.000-07:00
6157,573,bad,1186589133,2007-08-08T09:05:33.000-07:00
6157,573,ben affleck,1186589133,2007-08-08T09:05:33.000-07:00
126548,256,funny,1447532592,2015-11-14T12:23:12.000-08:00
126548,256,high school,1447532575,2015-11-14T12:22:55.000-08:00
950,474,nick and nora charles,1137200994,2006-01-13T17:09:54.000-08:00
3844,474,diabetes,1137375348,2006-01-15T17:35:48.000-08:00
7218,474,in netflix queue,1137179905,2006-01-13T11:18:25.000-08:00
1198,424,adventure,1457901129,2016-03-13T13:32:09.000-07:00
1198,424,archaeology,1457901464,2016-03-13T13:37:44.000-07:00
1198,424,indiana jones,1457901132,2016-03-13T13:32:12.000-07:00
1198,424,steven spielberg,1457901466,2016-03-13T13:37:46.000-07:00
1198,424,treasure hunt,1457901471,2016-03-13T13:37:51.000-07:00
34,474,animal movie,1137180956,2006-01-13T11:35:56.000-08:00
34,474,pigs,1137205237,2006-01-13T18:20:37.000-08:00
1068,474,anti-semitism,1138306851,2006-01-26T12:20:51.000-08:00
1198,474,archaeology,1137784496,2006-01-20T11:14:56.000-08:00
1198,474,ark of the covenant,1137207066,2006-01-13T18:51:06.000-08:00
1198,474,indiana jones,1137207064,2006-01-13T18:51:04.000-08:00
1344,474,lawyer,1137202856,2006-01-13T17:40:56.000-08:00
1537,474,ballroom dance,1137368308,2006-01-15T15:38:28.000-08:00
3152,474,black-and-white,1137521245,2006-01-17T10:07:25.000-08:00
4263,474,alcoholism,1138032622,2006-01-23T08:10:22.000-08:00
6639,474,blindness,1138307381,2006-01-26T12:29:41.000-08:00
8011,474,politics,1143998541,2006-04-02T10:22:21.000-07:00
8464,474,food,1138040254,2006-01-23T10:17:34.000-08:00
8464,474,mcdonalds,1138040254,2006-01-23T10:17:34.000-08:00
8961,474,disney,1138040115,2006-01-23T10:15:15.000-08:00
8961,474,superhero,1138040115,2006-01-23T10:15:15.000-08:00
34,477,villain nonexistent or not needed for good story,1244787845,2009-06-11T23:24:05.000-07:00
8961,477,animation,1244789192,2009-06-11T23:46:32.000-07:00
8961,477,samuel l. jackson,1244789197,2009-06-11T23:46:37.000-07:00
101,474,crime,1138137460,2006-01-24T13:17:40.000-08:00
1183,474,adultery,1137374103,2006-01-15T17:15:03.000-08:00
1500,474,hit men,1137368241,2006-01-15T15:37:21.000-08:00
1500,474,reunion,1137368241,2006-01-15T15:37:21.000-08:00
101,567,off-beat comedy,1525287216,2018-05-02T11:53:36.000-07:00
101,567,quirky,1525287214,2018-05-02T11:53:34.000-07:00
148881,567,existential,1525282419,2018-05-02T10:33:39.000-07:00
148881,567,surreal,1525282422,2018-05-02T10:33:42.000-07:00
4896,106,everything you want is here,1467566944,2016-07-03T10:29:04.000-07:00
4896,184,alan rickman,1537094576,2018-09-16T03:42:56.000-07:00
4896,184,harry potter,1537094544,2018-09-16T03:42:24.000-07:00
4896,184,humorous,1537094550,2018-09-16T03:42:30.000-07:00
4896,184,magic,1537094530,2018-09-16T03:42:10.000-07:00
6953,305,depressing,1462398032,2016-05-04T14:40:32.000-07:00
830,474,adultery,1137374123,2006-01-15T17:15:23.000-08:00
1259,474,stephen king,1137181838,2006-01-13T11:50:38.000-08:00
4896,474,magic,1137205893,2006-01-13T18:31:33.000-08:00
4896,474,wizards,1137205893,2006-01-13T18:31:33.000-08:00
7649,474,space station,1138039958,2006-01-23T10:12:38.000-08:00
2662,573,classic,1186588962,2007-08-08T09:02:42.000-07:00
5254,573,great movie,1186589125,2007-08-08T09:05:25.000-07:00
5254,573,wesley snipes,1186589125,2007-08-08T09:05:25.000-07:00
28,474,in netflix queue,1137201942,2006-01-13T17:25:42.000-08:00
28,474,jane austen,1137180037,2006-01-13T11:20:37.000-08:00
